Year,Year ending,Local Government Area,Offence Division,Offence Subdivision,Alleged Offender Incidents
2014,December,Monash,C Drug offences,C20 Cultivate or manufacture drugs,20
2014,December,Monash,C Drug offences,C30 Drug use and possession,162
2014,December,Monash,D Public order and security offences,D10 Weapons and explosives offences,67
2014,December,Monash,D Public order and security offences,D20 Disorderly and offensive conduct,160
2014,December,Monash,D Public order and security offences,D30 Public nuisance offences,7
2014,December,Monash,E Justice procedures offences,E10 Justice procedures,20
2014,December,Monash,E Justice procedures offences,E20 Breaches of orders,156
2014,December,Monash,F Other offences,F20 Transport regulation offences,9
2014,December,Monash,F Other offences,F30 Other government regulatory offences,5
2014,December,Moonee Valley,A Crimes against the person,A20 Assault and related offences,383
2014,December,Moonee Valley,A Crimes against the person,A30 Sexual offences,44
2014,December,Moonee Valley,A Crimes against the person,A50 Robbery,39
2014,December,Moonee Valley,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",81
2014,December,Moonee Valley,A Crimes against the person,A80 Dangerous and negligent acts endangering people,22
2014,December,Moonee Valley,B Property and deception offences,B20 Property damage,111
2014,December,Moonee Valley,B Property and deception offences,B30 Burglary/Break and enter,196
2014,December,Moonee Valley,B Property and deception offences,B40 Theft,522
2014,December,Moonee Valley,B Property and deception offences,B50 Deception,124
2014,December,Moonee Valley,C Drug offences,C10 Drug dealing and trafficking,39
2014,December,Moonee Valley,C Drug offences,C20 Cultivate or manufacture drugs,12
2014,December,Moonee Valley,C Drug offences,C30 Drug use and possession,178
2014,December,Moonee Valley,D Public order and security offences,D10 Weapons and explosives offences,73
2014,December,Moonee Valley,D Public order and security offences,D20 Disorderly and offensive conduct,161
2014,December,Moonee Valley,D Public order and security offences,D30 Public nuisance offences,10
2014,December,Moonee Valley,E Justice procedures offences,E10 Justice procedures,22
2014,December,Moonee Valley,E Justice procedures offences,E20 Breaches of orders,132
2014,December,Moonee Valley,F Other offences,F20 Transport regulation offences,4
2014,December,Moorabool,A Crimes against the person,A20 Assault and related offences,122
2014,December,Moorabool,A Crimes against the person,A30 Sexual offences,12
2014,December,Moorabool,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",25
2014,December,Moorabool,A Crimes against the person,A80 Dangerous and negligent acts endangering people,15
2014,December,Moorabool,B Property and deception offences,B10 Arson,14
2014,December,Moorabool,B Property and deception offences,B20 Property damage,60
2014,December,Moorabool,B Property and deception offences,B30 Burglary/Break and enter,57
2014,December,Moorabool,B Property and deception offences,B40 Theft,91
2014,December,Moorabool,B Property and deception offences,B50 Deception,23
2014,December,Moorabool,C Drug offences,C10 Drug dealing and trafficking,11
2014,December,Moorabool,C Drug offences,C20 Cultivate or manufacture drugs,5
2014,December,Moorabool,C Drug offences,C30 Drug use and possession,24
2014,December,Moorabool,D Public order and security offences,D10 Weapons and explosives offences,33
2014,December,Moorabool,D Public order and security offences,D20 Disorderly and offensive conduct,32
2014,December,Moorabool,E Justice procedures offences,E10 Justice procedures,4
2014,December,Moorabool,E Justice procedures offences,E20 Breaches of orders,58
2014,December,Moorabool,F Other offences,F20 Transport regulation offences,8
2014,December,Mornington Peninsula,A Crimes against the person,A10 Homicide and related offences,7
2014,December,Mornington Peninsula,A Crimes against the person,A20 Assault and related offences,600
2014,December,Mornington Peninsula,A Crimes against the person,A30 Sexual offences,65
2014,December,Mornington Peninsula,A Crimes against the person,A50 Robbery,17
2014,December,Mornington Peninsula,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",96
2014,December,Mornington Peninsula,A Crimes against the person,A80 Dangerous and negligent acts endangering people,60
2014,December,Mornington Peninsula,B Property and deception offences,B10 Arson,13
2014,December,Mornington Peninsula,B Property and deception offences,B20 Property damage,221
2014,December,Mornington Peninsula,B Property and deception offences,B30 Burglary/Break and enter,418
2014,December,Mornington Peninsula,B Property and deception offences,B40 Theft,764
2014,December,Mornington Peninsula,B Property and deception offences,B50 Deception,108
2014,December,Mornington Peninsula,C Drug offences,C10 Drug dealing and trafficking,68
2014,December,Mornington Peninsula,C Drug offences,C20 Cultivate or manufacture drugs,27
2014,December,Mornington Peninsula,C Drug offences,C30 Drug use and possession,173
2014,December,Mornington Peninsula,D Public order and security offences,D10 Weapons and explosives offences,112
2014,December,Mornington Peninsula,D Public order and security offences,D20 Disorderly and offensive conduct,537
2014,December,Mornington Peninsula,D Public order and security offences,D30 Public nuisance offences,16
2014,December,Mornington Peninsula,E Justice procedures offences,E10 Justice procedures,54
2014,December,Mornington Peninsula,E Justice procedures offences,E20 Breaches of orders,416
2014,December,Mornington Peninsula,F Other offences,F20 Transport regulation offences,5
2014,December,Mornington Peninsula,F Other offences,F30 Other government regulatory offences,8
2014,December,Mornington Peninsula,F Other offences,F90 Miscellaneous offences,4
2014,December,Mount Alexander,A Crimes against the person,A20 Assault and related offences,67
2014,December,Mount Alexander,A Crimes against the person,A30 Sexual offences,10
2014,December,Mount Alexander,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",6
2014,December,Mount Alexander,A Crimes against the person,A80 Dangerous and negligent acts endangering people,10
2014,December,Mount Alexander,B Property and deception offences,B10 Arson,8
2014,December,Mount Alexander,B Property and deception offences,B20 Property damage,34
2014,December,Mount Alexander,B Property and deception offences,B30 Burglary/Break and enter,16
2014,December,Mount Alexander,B Property and deception offences,B40 Theft,29
2014,December,Mount Alexander,B Property and deception offences,B50 Deception,6
2014,December,Mount Alexander,C Drug offences,C10 Drug dealing and trafficking,7
2014,December,Mount Alexander,C Drug offences,C20 Cultivate or manufacture drugs,7
2014,December,Mount Alexander,C Drug offences,C30 Drug use and possession,18
2014,December,Mount Alexander,D Public order and security offences,D10 Weapons and explosives offences,12
2014,December,Mount Alexander,D Public order and security offences,D20 Disorderly and offensive conduct,35
2014,December,Mount Alexander,E Justice procedures offences,E10 Justice procedures,4
2014,December,Mount Alexander,E Justice procedures offences,E20 Breaches of orders,55
2014,December,Moyne,A Crimes against the person,A20 Assault and related offences,63
2014,December,Moyne,A Crimes against the person,A30 Sexual offences,11
2014,December,Moyne,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",12
2014,December,Moyne,A Crimes against the person,A80 Dangerous and negligent acts endangering people,11
2014,December,Moyne,B Property and deception offences,B10 Arson,4
2014,December,Moyne,B Property and deception offences,B20 Property damage,14
2014,December,Moyne,B Property and deception offences,B30 Burglary/Break and enter,13
2014,December,Moyne,B Property and deception offences,B40 Theft,34
2014,December,Moyne,B Property and deception offences,B50 Deception,5
2014,December,Moyne,C Drug offences,C30 Drug use and possession,9
2014,December,Moyne,D Public order and security offences,D10 Weapons and explosives offences,8
2014,December,Moyne,D Public order and security offences,D20 Disorderly and offensive conduct,15
2014,December,Moyne,E Justice procedures offences,E20 Breaches of orders,19
2014,December,Murrindindi,A Crimes against the person,A20 Assault and related offences,78
2014,December,Murrindindi,A Crimes against the person,A30 Sexual offences,6
2014,December,Murrindindi,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",15
2014,December,Murrindindi,A Crimes against the person,A80 Dangerous and negligent acts endangering people,6
2014,December,Murrindindi,B Property and deception offences,B20 Property damage,15
2014,December,Murrindindi,B Property and deception offences,B30 Burglary/Break and enter,20
2014,December,Murrindindi,B Property and deception offences,B40 Theft,26
2014,December,Murrindindi,B Property and deception offences,B50 Deception,6
2014,December,Murrindindi,C Drug offences,C10 Drug dealing and trafficking,6
2014,December,Murrindindi,C Drug offences,C20 Cultivate or manufacture drugs,5
2014,December,Murrindindi,C Drug offences,C30 Drug use and possession,14
2014,December,Murrindindi,D Public order and security offences,D10 Weapons and explosives offences,15
2014,December,Murrindindi,D Public order and security offences,D20 Disorderly and offensive conduct,47
2014,December,Murrindindi,E Justice procedures offences,E10 Justice procedures,6
2014,December,Murrindindi,E Justice procedures offences,E20 Breaches of orders,15
2014,December,Murrindindi,F Other offences,F30 Other government regulatory offences,7
2014,December,Nillumbik,A Crimes against the person,A20 Assault and related offences,122
2014,December,Nillumbik,A Crimes against the person,A30 Sexual offences,20
